Intersection 1 Lat,Intersection 1 Lon,Intersection 2 Lat,Intersection 2 Lon,Road Name,Distance (ft)
34.030868,-118.2821161,34.0287921,-118.2834459,Portland Street,857.5
34.030868,-118.2821161,34.0305871,-118.2814791,West Adams Boulevard,218.2
34.030868,-118.2821161,34.0311404,-118.282729,West Adams Boulevard,210.3
34.0303306,-118.2809044,34.0301928,-118.2805974,West Adams Boulevard,105.6
34.0303306,-118.2809044,34.028245,-118.2822152,Severance Street,857.9
34.0303306,-118.2809044,34.0305871,-118.2814791,West Adams Boulevard,197.3
34.0305871,-118.2814791,34.0315334,-118.280863,Scarff Street,392.3
34.0305871,-118.2814791,34.030868,-118.2821161,West Adams Boulevard,218.2
34.0305871,-118.2814791,34.0303306,-118.2809044,West Adams Boulevard,197.3
34.0311404,-118.282729,34.0314351,-118.2833754,West Adams Boulevard,223.0
34.0311404,-118.282729,34.030868,-118.2821161,West Adams Boulevard,210.3
34.0314351,-118.2833754,34.0311404,-118.282729,West Adams Boulevard,223.0
34.0314351,-118.2833754,34.0317181,-118.2839972,West Adams Boulevard,214.5
34.0314351,-118.2833754,34.0326021,-118.2826186,Toberman Street,483.3
34.0302921,-118.2839955,34.0302927,-118.2849693,West 27th Street,294.4
34.0302921,-118.2839955,34.0293511,-118.2839647,South Hoover Street,343.4
34.0302921,-118.2839955,34.0317181,-118.2839972,South Hoover Street,520.3
34.0293511,-118.2839647,34.0293616,-118.2874377,West 28th Street,1050.1
34.0293511,-118.2839647,34.0289489,-118.283965,South Hoover Street,146.7
34.0293511,-118.2839647,34.0302921,-118.2839955,South Hoover Street,343.4
34.0301666,-118.2805426,34.0301928,-118.2805974,West Adams Boulevard,19.1
34.0301666,-118.2805426,34.0311179,-118.2799131,Saint James Park,395.8
34.0301666,-118.2805426,34.0281597,-118.2760241,West Adams Boulevard,1550.1
34.0321163,-118.2849356,34.0302927,-118.2849693,Monmouth Avenue,666.7
34.0321163,-118.2849356,34.0317181,-118.2839972,West Adams Boulevard,318.8
34.0302927,-118.2849693,34.0302959,-118.2864607,West 27th Street,450.9
34.0302927,-118.2849693,34.0302921,-118.2839955,West 27th Street,294.4
34.0302927,-118.2849693,34.0321163,-118.2849356,Monmouth Avenue,666.7
34.0293616,-118.2874377,34.0302888,-118.2874446,Orchard Avenue,338.3
34.0293616,-118.2874377,34.0293511,-118.2839647,West 28th Street,1050.1
34.0293616,-118.2874377,34.0283978,-118.287451,Orchard Avenue,351.6
34.0283967,-118.2888526,34.028393,-118.2882305,West 29th Street,188.1
34.0283967,-118.2888526,34.0283937,-118.290337,West 29th Street,448.8
34.0283937,-118.290337,34.0283924,-118.2915603,West 29th Street,369.9
34.0283937,-118.290337,34.0283967,-118.2888526,West 29th Street,448.8
34.0274334,-118.2915591,34.0268814,-118.2915504,South Vermont Avenue,201.4
34.0274334,-118.2915591,34.0274328,-118.2882375,West 30th Street,1004.3
34.0274334,-118.2915591,34.0277678,-118.2915609,South Vermont Avenue,122.0
34.0268814,-118.2915504,34.0274334,-118.2915591,South Vermont Avenue,201.4
34.0268814,-118.2915504,34.0263906,-118.2915491,South Vermont Avenue,179.1
34.0268814,-118.2915504,34.0268778,-118.2937337,West 30th Place,660.1
34.0255051,-118.293743,34.0241553,-118.2938238,South Catalina Street,493.0
34.0255051,-118.293743,34.0268778,-118.2937337,South Catalina Street,500.8
34.0255051,-118.293743,34.02549,-118.2915534,West Jefferson Boulevard,662.1
34.0255051,-118.293743,34.0255129,-118.2948454,West Jefferson Boulevard,333.3
34.0311179,-118.2799131,34.0311488,-118.2799829,Saint James Place,23.9
34.0311179,-118.2799131,34.0307551,-118.2790879,Saint James Place,282.4
34.0315874,-118.2915631,34.0315851,-118.294256,Dana Street,814.1
34.0315874,-118.2915631,34.0304902,-118.291558,South Vermont Avenue,400.3
34.0160548,-118.2825121,34.0157486,-118.2827774,South Flower Street,137.5
34.0160548,-118.2825121,34.0171146,-118.28164,South Flower Street,468.0
34.0160548,-118.2825121,34.0161573,-118.2827847,Unnamed Road,93.3
34.0171146,-118.28164,34.0160548,-118.2825121,South Flower Street,468.0
34.0171146,-118.28164,34.0178208,-118.2810919,South Flower Street,306.4
34.0171146,-118.28164,34.0175842,-118.2826952,37th Place,362.2
34.0321796,-118.2969992,34.0309217,-118.2969976,Van Buren Place,458.9
34.0209921,-118.2757899,34.0213336,-118.2755701,South Grand Avenue,141.2
34.0209921,-118.2757899,34.0203749,-118.2744303,West 33rd Street,468.7
34.0209921,-118.2757899,34.0202487,-118.2762038,South Grand Avenue,300.2
34.0216802,-118.275347,34.0213336,-118.2755701,South Grand Avenue,143.3
34.0216802,-118.275347,34.0224634,-118.274843,South Grand Avenue,323.8
34.0216802,-118.275347,34.0210506,-118.273985,West 32nd Street,471.5
34.0213336,-118.2755701,34.0209921,-118.2757899,South Grand Avenue,141.2
34.0213336,-118.2755701,34.0216802,-118.275347,South Grand Avenue,143.3
34.0213336,-118.2755701,34.0219815,-118.2770062,West 33rd Street,494.4
34.0224634,-118.274843,34.0216802,-118.275347,South Grand Avenue,323.8
34.0224634,-118.274843,34.0225345,-118.2747972,South Grand Avenue,29.4
34.0224634,-118.274843,34.0219815,-118.2770062,"['South Hope Street', 'West 31st Street']",1002.7
34.0225345,-118.2747972,34.0224634,-118.274843,South Grand Avenue,29.4
34.0225345,-118.2747972,34.0219213,-118.2734113,West 31st Street,475.0
34.0225345,-118.2747972,34.0233687,-118.2742603,South Grand Avenue,344.9
34.0230161,-118.2823196,34.0229256,-118.2823781,Royal Street,37.5
34.0230161,-118.2823196,34.0237668,-118.2840136,West Jefferson Boulevard,580.9
34.0229256,-118.2823781,34.0222886,-118.2808654,West Jefferson Boulevard,514.6
34.0229256,-118.2823781,34.0230161,-118.2823196,Royal Street,37.5
34.0263933,-118.2927392,34.0263906,-118.2915491,31st Street,359.8
34.0250615,-118.2871137,34.0251461,-118.287061,McClintock Avenue,34.7
34.0250615,-118.2871137,34.0236742,-118.2840701,West Jefferson Boulevard,1050.5
34.0251461,-118.287061,34.0255479,-118.2882466,West Jefferson Boulevard,390.3
34.0251461,-118.287061,34.0250615,-118.2871137,McClintock Avenue,34.7
34.0251461,-118.287061,34.0269029,-118.2857826,McClintock Avenue,752.6
34.0236742,-118.2840701,34.0229256,-118.2823781,West Jefferson Boulevard,580.0
34.0236742,-118.2840701,34.0237668,-118.2840136,South Hoover Street,37.9
34.0266861,-118.2817844,34.0277432,-118.2810824,University Avenue,440.7
34.0266861,-118.2817844,34.0262914,-118.2808153,West 30th Street,326.5
34.0266861,-118.2817844,34.027399,-118.2839787,West 30th Street,723.9
34.0136286,-118.2803164,34.0131073,-118.2791137,West 39th Street,410.5
34.0136286,-118.2803164,34.0132964,-118.2804815,South Grand Avenue,131.4
34.0136286,-118.2803164,34.0151595,-118.2793402,South Grand Avenue,631.7
34.0136286,-118.2803164,34.0138286,-118.2809772,West 39th Street,212.9
34.0274278,-118.2861757,34.0274328,-118.2882375,West 30th Street,623.4
34.0274278,-118.2861757,34.0271193,-118.2857663,Unnamed Road,201.3
34.0311488,-118.2799829,34.0311179,-118.2799131,Saint James Place,23.9
34.0311488,-118.2799829,34.0312666,-118.2802529,Saint James Place,92.3
34.0311488,-118.2799829,34.0301928,-118.2805974,Saint James Park,395.2
34.0301928,-118.2805974,34.0303306,-118.2809044,West Adams Boulevard,105.6
34.0301928,-118.2805974,34.0301666,-118.2805426,West Adams Boulevard,19.1
